500,5000,,
300,4,245000,20
0,0,,
A,4684.854811,12136.50606,1
B,4692.847255,17685.52678,1
C,5035.943412,17664.01504,1
D,4781.492597,14465.86577,1
E,5508.610525,12739.04974,1
F,5001.45596,14680.83696,1
G,5592.705902,16325.1714,1
H,5456.601624,17510.29528,1
I,4732.093412,16120.41806,1
J,5208.902494,14169.16366,1
K,4910.528784,11806.78283,1
L,5367.988411,11254.89973,1
M,5269.884712,13684.41426,1
N,5070.719746,9574.593929,1
O,5071.615655,12494.79331,1
P,5577.19925,12398.80749,1
Q,4513.791762,17327.05926,1
R,4602.300619,12261.42005,1
S,5475.41225,13883.06224,1
T,5437.190601,16743.09967,1
U,5203.383216,15026.61176,1
V,4559.91747,14328.8546,1
W,5407.64975,17454.06177,1
X,5286.047491,15477.873,1
Y,4254.250275,18106.65089,1
Z,5125.653992,16248.15305,1
AA,4319.645453,14925.77307,1
AB,4957.20493,16317.19991,1
AC,6359.717031,17126.34278,1
AD,4488.998434,18510.29871,1
AE,4866.023824,16194.78533,1
AF,3821.635239,14819.7838,1
AG,4351.675175,17675.74918,1
AH,4559.278648,14613.85319,1
AI,5655.417393,15110.17466,1
AJ,5969.100389,13181.68932,1
AK,4829.972571,14590.90625,1
AL,4579.026112,19066.29395,1
AM,5829.812512,14050.08328,1
AN,5334.061196,13588.42872,1
AO,5691.092432,15787.09532,1
AP,4737.712634,12878.58898,1
AQ,5376.861396,14967.72489,1
AR,5006.67471,15215.90116,1
AS,5135.586919,14051.88691,1
AT,4562.999078,13717.12524,1
AU,4206.127545,14518.03652,1
AV,5645.847524,16098.98623,1
AW,4609.515829,16261.74745,1
AX,4692.72128,13374.83915,1
AY,5547.02656,16097.92548,1
AZ,4046.382303,14880.23653,1
BA,4954.520052,17801.20746,1
BB,4651.377845,14357.65711,1
BC,5137.64481,18516.29602,1
BD,4646.83696,16769.85206,1
BE,5136.005216,16826.40566,1
BF,5224.870405,17856.10512,1
BG,4105.156074,18838.10017,1
BH,4883.131816,16272.24386,1
BI,4721.520159,15473.18006,1
BJ,4759.968509,15589.88417,1
BK,4901.951397,11391.52822,1
BL,4895.56387,14168.02532,1
BM,5938.784042,15226.89328,1
BN,5191.517352,17003.47047,1
BO,5309.047339,14078.97342,1
BP,4466.155468,12144.15447,1
BQ,6022.780248,12620.02551,1
BR,5149.302574,13243.76303,1
BS,5109.347332,16014.52727,1
BT,4605.022398,14629.614,1
BU,5674.549843,16093.73794,1
BV,5068.907881,13218.81967,1
BW,15996.29183,2553.184986,1
BX,16547.67918,-403.3644382,1
BY,18099.86134,-2912.930255,1
BZ,17074.33112,-2239.069507,1
CA,16896.22645,-1834.207138,1
CB,17501.51143,1352.37183,1
CC,17128.78895,1871.303489,1
CD,17935.20131,1679.66606,1
CE,18404.27691,-712.3055957,1
CF,16048.56719,-1777.326413,1
CG,18762.11102,1358.662183,1
CH,18244.24878,-4219.736826,1
CI,15569.48927,-341.5256785,1
CJ,16654.75568,-2255.939759,1
CK,17163.12161,-1005.608525,1
CL,17003.20361,-454.1140192,1
CM,18053.63612,-837.0883355,1
CN,16185.01614,-1897.64453,1
CO,16857.32609,-236.5775818,1
CP,17670.28189,2687.257682,1
CQ,18991.2801,1674.754966,1
CR,15674.69939,-91.3246779,1
CS,16946.91305,180.7341227,1
CT,17253.44149,4435.199824,1
CU,16254.47278,-3566.39002,1
CV,16596.37311,-870.7914327,1
CW,15209.59344,-10902.95318,1
CX,15479.83815,-9208.878455,1
CY,15657.17471,-9282.505282,1
CZ,15590.96538,-11801.44841,1
DA,15696.43574,-9349.376709,1
DB,15362.29635,-11967.05531,1
DC,15446.69161,-7839.12462,1
DD,15903.3473,-10605.47425,1
DE,15745.83068,-11887.47108,1
DF,15584.44531,-8410.729529,1
DG,15808.21626,-10785.65057,1
DH,15592.95178,-7865.847539,1
DI,15666.46018,-7768.267768,1
DJ,15428.76688,-11427.81403,1
DK,15403.10278,-10401.2161,1
DL,15438.59385,-11813.49269,1
DM,15843.97508,-10554.7609,1
DN,16135.85232,-13487.2914,1
DO,15047.76507,-9101.596536,1
DP,15165.31763,-14163.0768,1
DQ,15201.76069,-4901.618211,1
DR,15252.16371,-13184.62469,1
DS,15039.73268,-8436.613652,1
DT,15742.52807,-7232.608962,1
DU,15323.542,-11537.25057,1
DV,15144.39357,-10581.90314,1
DW,15448.70656,-12377.49031,1
